date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:49	631/631	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:57:49%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/language2.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/logo/language2.png	(from https://htmldemo.net/autima/autima/index.html)
10:57:49	660/660	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:57:49%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/logo.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/logo/logo.png	(from https://htmldemo.net/autima/autima/index.html)
10:57:50	1904/1904	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:57:50%20GMT	https://htmldemo.net/autima/autima/assets/img/s-product/product.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/s-product/product.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:57:50	1401/1401	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:57:50%20GMT	https://htmldemo.net/autima/autima/assets/img/s-product/product2.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/s-product/product2.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:57:50	341940/341940	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa56-537b4%22	https://htmldemo.net/autima/autima/index-2.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/index-2.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:50	277287/277287	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa55-43b27%22	https://htmldemo.net/autima/autima/index-3.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/index-3.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:51	128226/128226	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa55-1f4e2%22	https://htmldemo.net/autima/autima/index-4.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/index-4.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:51	220304/220304	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa55-35c90%22	https://htmldemo.net/autima/autima/index-5.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/index-5.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:51	278158/278158	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa56-43e8e%22	https://htmldemo.net/autima/autima/index-6.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/index-6.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:51	214780/214780	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa55-346fc%22	https://htmldemo.net/autima/autima/index-7.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/index-7.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:51	130516/130516	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa5c-1fdd4%22	https://htmldemo.net/autima/autima/shop.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/shop.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:52	123069/123069	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa59-1e0bd%22	https://htmldemo.net/autima/autima/shop-fullwidth.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/shop-fullwidth.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:52	122875/122875	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa58-1dffb%22	https://htmldemo.net/autima/autima/shop-fullwidth-list.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/shop-fullwidth-list.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:52	130532/130532	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa5a-1fde4%22	https://htmldemo.net/autima/autima/shop-right-sidebar.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/shop-right-sidebar.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:52	130335/130335	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa5a-1fd1f%22	https://htmldemo.net/autima/autima/shop-right-sidebar-list.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/shop-right-sidebar-list.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:52	130326/130326	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa59-1fd16%22	https://htmldemo.net/autima/autima/shop-list.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/shop-list.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:53	33993/33993	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa51-84c9%22	https://htmldemo.net/autima/autima/404.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/404.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:53	78689/78689	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa57-13361%22	https://htmldemo.net/autima/autima/product-details.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/product-details.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:53	110906/110906	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa58-1b13a%22	https://htmldemo.net/autima/autima/product-sidebar.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/product-sidebar.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:53	79455/79455	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa58-1365f%22	https://htmldemo.net/autima/autima/product-grouped.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/product-grouped.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:54	100771/100771	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa5b-189a3%22	https://htmldemo.net/autima/autima/variable-product.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/variable-product.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:55	31395/31395	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:57:54%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner1.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/bg/banner1.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:57:55	43769/43769	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa52-aaf9%22	https://htmldemo.net/autima/autima/blog.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/blog.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:55	52651/52651	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa51-cdab%22	https://htmldemo.net/autima/autima/blog-details.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/blog-details.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:55	53042/53042	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa52-cf32%22	https://htmldemo.net/autima/autima/blog-fullwidth.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/blog-fullwidth.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:55	50228/50228	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa52-c434%22	https://htmldemo.net/autima/autima/blog-sidebar.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/blog-sidebar.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:56	43048/43048	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa51-a828%22	https://htmldemo.net/autima/autima/about.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/about.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:56	46590/46590	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa58-b5fe%22	https://htmldemo.net/autima/autima/services.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/services.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:56	42832/42832	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa54-a750%22	https://htmldemo.net/autima/autima/faq.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/faq.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:56	35906/35906	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa56-8c42%22	https://htmldemo.net/autima/autima/login.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/login.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:56	40815/40815	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa53-9f6f%22	https://htmldemo.net/autima/autima/compare.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/compare.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:57	38598/38598	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa57-96c6%22	https://htmldemo.net/autima/autima/privacy-policy.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/privacy-policy.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:57	4869/4869	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa52-1305%22	https://htmldemo.net/autima/autima/coming-soon.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/coming-soon.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:57	36723/36723	---MCZ	200	added ('OK')	text/html	etag:W/%226100fa54-8f73%22	https://htmldemo.net/autima/autima/contact.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/contact.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:58	28740/28740	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:57:58%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner2.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/bg/banner2.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:57:58	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Jan%202023%2003:57:58%20GMT	https://htmldemo.net/autima/autima/shop-left-sidebar.html	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/shop-left-sidebar.html	(from https://htmldemo.net/autima/autima/index.html)
10:57:59	30103/30103	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:57:59%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider1.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/slider/slider1.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:00	32024/32024	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:57:59%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider2.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/slider/slider2.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:00	35004/35004	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:00%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider3.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/slider/slider3.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:00	894/894	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:58:00%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping1.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/about/shipping1.png	(from https://htmldemo.net/autima/autima/index.html)
10:58:01	879/879	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:58:01%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping2.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/about/shipping2.png	(from https://htmldemo.net/autima/autima/index.html)
10:58:01	821/821	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:58:01%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping3.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/about/shipping3.png	(from https://htmldemo.net/autima/autima/index.html)
10:58:01	707/707	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:58:01%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping4.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/about/shipping4.png	(from https://htmldemo.net/autima/autima/index.html)
10:58:02	24250/24250	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:02%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product1.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product1.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:02	24283/24283	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:02%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product2.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product2.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:03	26928/26928	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:03%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product3.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product3.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:04	22744/22744	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:04%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product4.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product4.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:05	18319/18319	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:04%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product5.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product5.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:06	27680/27680	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:05%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product6.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product6.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:06	31376/31376	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:06%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product7.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product7.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:07	22849/22849	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:07%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product8.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product8.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:08	24273/24273	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:07%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product9.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product9.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:09	27744/27744	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:08%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product10.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product10.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:09	24546/24546	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:09%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product11.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product11.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:10	22875/22875	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:09%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product12.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product12.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:10	16883/16883	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:10%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product13.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product13.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:11	9736/9736	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:11%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product14.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product14.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:11	22744/22744	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:11%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product15.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product15.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:12	10637/10637	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:12%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product16.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product16.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:13	19844/19844	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:12%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product17.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product17.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:14	34989/34989	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:13%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product18.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product18.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:14	5127/5127	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:14%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/featured/featured.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:14	5842/5842	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:14%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured1.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/featured/featured1.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:15	3965/3965	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:15%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured2.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/featured/featured2.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:15	4205/4205	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:15%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured3.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/featured/featured3.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:16	6796/6796	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:16%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured4.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/featured/featured4.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:16	6113/6113	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:16%20GMT	https://htmldemo.net/autima/autima/assets/img/featured/featured5.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/featured/featured5.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:16	8138/8138	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:16%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner3.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/bg/banner3.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:16	4255/4255	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:17%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner4.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/bg/banner4.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:17	23086/23086	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Jan%202023%2003:58:17%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product19.jpg	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/product/product19.jpg	(from https://htmldemo.net/autima/autima/index.html)
10:58:17	3075/3075	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:58:17%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/brand/brand.png	(from https://htmldemo.net/autima/autima/index.html)
10:58:18	3061/3061	---MC-	200	added ('OK')	image/png	date:Mon,%2002%20Jan%202023%2003:58:18%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand1.png	C:/My%20Web%20Sites/loixoann/htmldemo.net/autima/autima/assets/img/brand/brand1.png	(from https://htmldemo.net/autima/autima/index.html)
